name,count
developmental and epileptic encephalopathy 67,1
multiminicore disease,1
autosomal dominant nonsyndromic deafness 79,1
alopecia-mental retardation syndrome 4,1
chondrodysplasia with joint dislocations gPAPP type,1
myopathy,1
autosomal recessive spondyloepiphyseal dysplasia tarda,1
autosomal dominant spondyloepiphyseal dysplasia tarda,1
nephrotic syndrome type 22,1
primary ovarian insufficiency 8,1
developmental and epileptic encephalopathy 75,1
retinal dystrophy with leukodystrophy,1
spondyloepiphyseal dysplasia,1
amelogenesis imperfecta type 2A6,1
Schindler disease,1
pontocerebellar hypoplasia type 15,1
primary ciliary dyskinesia 44,1
combined oxidative phosphorylation deficiency 8,1
spermatogenic failure 41,1
early-onset vitamin B6-dependent epilepsy,1
nuclear type mitochondrial complex I deficiency 27,1
Kleefstra syndrome 2,1
primary ciliary dyskinesia 36,1
primary ciliary dyskinesia 45,1
non-syndromic X-linked intellectual disability 96,1
combined oxidative phosphorylation deficiency 17,1
nuclear type mitochondrial complex I deficiency 32,1
spermatogenic failure 30,1
Stickler syndrome 2,1
primary ciliary dyskinesia 39,1
Brown-Vialetto-Van Laere syndrome 1,1
nuclear type mitochondrial complex I deficiency 34,1
growth hormone secreting pituitary adenoma 2,1
distal arthrogryposis type 2B1,1
juvenile myoclonic epilepsy 4,1
pituitary adenoma 5,1
idiopathic generalized epilepsy 2,1
combined oxidative phosphorylation deficiency 4,1
B-lymphoblastic leukemia/lymphoma with hyperdiploidy,1
Fanconi renotubular syndrome 4,1
Charcot-Marie-Tooth disease type 2DD,1
combined oxidative phosphorylation deficiency 34,1
spermatogenic failure 31,1
combined oxidative phosphorylation deficiency 43,1
Fraser syndrome 1,1
cranioectodermal dysplasia 4,1
pemphigoid,1
idiopathic generalized epilepsy 14,1
developmental and epileptic encephalopathy 83,1
developmental and epileptic encephalopathy,1
serum amyloid A amyloidosis,1
brain small vessel disease,1
essential tremor 4,1
autosomal recessive nonsyndromic deafness 114,1
primary hyperoxaluria type 3,1
generalized epilepsy with febrile seizures plus 8,1
cranioectodermal dysplasia 3,1
"46,XX sex reversal 4",1
combined oxidative phosphorylation deficiency 19,1
fetal akinesia deformation sequence syndrome 3,1
familial episodic pain syndrome 2,1
non-syndromic X-linked intellectual disability 91,1
Meesmann corneal dystrophy 2,1
cardiofaciocutaneous syndrome 2,1
Diamond-Blackfan anemia 8,1
nuclear type mitochondrial complex I deficiency 21,1
nuclear type mitochondrial complex I deficiency 5,1
generalized epilepsy with febrile seizures plus 10,1
dihydropyrimidinase deficiency,1
fibrochondrogenesis 1,1
"arthrogryposis, renal dysfunction, and cholestasis 2",1
nuclear type mitochondrial complex I deficiency 11,1
autosomal recessive nonsyndromic deafness 110,1
syndromic microphthalmia 5,1
non-syndromic X-linked intellectual disability 41,1
Kleefstra syndrome 1,1
primary ovarian insufficiency 13,1
familial febrile seizures 11,1
nephroma,1
spermatogenic failure 36,1
nuclear type mitochondrial complex I deficiency 13,1
D-2-hydroxyglutaric aciduria 2,1
autosomal recessive spinocerebellar ataxia 4,1
non-syndromic X-linked intellectual disability 99,1
psoriasis 4,1
nuclear type mitochondrial complex I deficiency 30,1
early infantile epileptic encephalopathy 82,1
mucopolysaccharidosis type IIIC,1
congenital nongoitrous hypothyroidism 8,1
hyperalphalipoproteinemia 1,1
cardiofaciocutaneous syndrome 1,1
familial hypertryptophanemia,1
primary ciliary dyskinesia 42,1
Ehlers-Danlos syndrome periodontal type 2,1
Fraser syndrome 3,1
dehydrated hereditary stomatocytosis 1,1
congenital nystagmus 6,1
ectodermal dysplasia 8,1
combined oxidative phosphorylation deficiency 31,1
distal arthrogryposis type 10,1
immunodeficiency 15A,1
combined oxidative phosphorylation deficiency 9,1
combined oxidative phosphorylation deficiency 7,1
Diamond-Blackfan anemia 17,1
non-syndromic X-linked intellectual disability 89,1
nuclear type mitochondrial complex I deficiency 12,1
idiopathic generalized epilepsy 11,1
retinitis pigmentosa 87,1
Diamond-Blackfan anemia 13,1
cataract 48,1
severe congenital neutropenia 8,1
amusia,1
early invasive cervical adenocarcinoma,1
morphine dependence,1
pancreatic solid pseudopapillary carcinoma,1
dysentery,1
combined oxidative phosphorylation deficiency 3,1
paramyotonia congenita of Von Eulenburg,1
combined oxidative phosphorylation deficiency 49,1
progressive myoclonus epilepsy 3,1
Ehlers-Danlos syndrome spondylodysplastic type 3,1
combined oxidative phosphorylation deficiency 6,1
non-syndromic X-linked intellectual disability 107,1
progressive myoclonus epilepsy 6,1
B-lymphoblastic leukemia/lymphoma with iAMP21,1
combined oxidative phosphorylation deficiency 50,1
medulloblastoma non-WNT/non-SHH group 4,1
immunodeficiency 66,1
spermatogenic failure 40,1
nuclear type mitochondrial complex I deficiency 14,1
combined oxidative phosphorylation deficiency 18,1
nuclear type mitochondrial complex I deficiency 1,1
"46,XY sex reversal 2",1
non-syndromic X-linked intellectual disability ARX-related,1
"46,XY sex reversal 3",1
non-syndromic X-linked intellectual disability 84,1
Ehlers-Danlos syndrome musculocontractural type 2,1
syndactyly type 5,1
near-fatal asthma,1
spermatogenic failure 29,1
spinal muscular atrophy with lower extremity predominance 2A,1
nuclear type mitochondrial complex I deficiency 29,1
ectodermal dysplasia 6,1
Ehlers-Danlos syndrome dermatosparaxis type,1
medulloblastoma SHH activated and TP53 mutant,1
familial febrile seizures 4,1
Meesmann corneal dystrophy 1,1
X-linked spinal muscular atrophy 2,1
spinal muscular atrophy with lower extremity predominante 2B,1
optic atrophy 9,1
adult-onset type II citrullinemia,1
immunodeficiency 32A,1
hereditary combined deficiency of vitamin K-dependent clotting factors,1
Mahvash Disease,1
neurobehavioral disorder with prenatal alcohol exposure,1
familial thyroid dyshormonogenesis,1
Woodhouse-Sakati syndrome,1
dialysis-related amyloidosis,1
central precocious puberty 1,1
cytochrome P450 oxidoreductase deficiency,1
AMED syndrome,1
paraneoplastic pemphigus,1
King Denborough syndrome,1
tubulinopathy,1
congenital limbs-face contractures-hypotonia-developmental delay syndrome,1
growth hormone insensitivity syndrome with immune dysregulation 2,1
B-cell prolymphocytic leukemia,1
wrinkly skin syndrome,1
juxtacortical chondrosarcoma,1
autosomal recessive spinocerebellar ataxia 6,1
X-linked mutilating palmoplantar keratoderma with periorificial keratotic plaques,1
restrictive cardiomyopathy 2,1
ectodermal dysplasia 15,1
retinitis pigmentosa 89,1
familial episodic pain syndrome 1,1
autosomal recessive congenital bilateral absence of vas deferens,1
X-linked intellectual developmental disorder 108,1
non-syndromic X-linked intellectual disability 93,1
idiopathic generalized epilepsy 7,1
autosomal hemophilia A,1
persistent moderate asthma,1
X-linked nephrolithiasis type I,1
non-syndromic X-linked intellectual disability 46,1
congenital nongoitrous hypothyroidism 9,1
immunodeficiency 61,1
ectodermal dysplasia 9,1
chronic inducible urticaria,1
nuclear type mitochondrial complex I deficiency 20,1
non-syndromic X-linked intellectual disability 1,1
glucocorticoid deficiency 1,1
Charcot-Marie-Tooth disease type 2A2B,1
ankylosing spondylitis 1,1
juvenile myoclonic epilepsy 10,1
non-syndromic X-linked intellectual disability 104,1
X-linked spinocerebellar ataxia 3,1
combined oxidative phosphorylation deficiency 16,1
frontometaphyseal dysplasia 1,1
combined oxidative phosphorylation deficiency 2,1
psoriasis 11,1
spermatogenic failure 25,1
anterior segment dysgenesis 4,1
autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 4,1
autosomal recessive pyridoxine-refractory sideroblastic anemia 3,1
nuclear type mitochondrial complex I deficiency 25,1
essential tremor 2,1
posterior polymorphous corneal dystrophy 4,1
spermatogenic failure 39,1
familial episodic pain syndrome 3,1
hyaline fibromatosis syndrome,1
primary coenzyme Q10 deficiency 9,1
Ehlers-Danlos syndrome classic type 2,1
combined oxidative phosphorylation deficiency 40,1
spermatogenic failure 42,1
Diamond-Blackfan anemia 6,1
syndactyly type 1,1
non-syndromic X-linked intellectual disability 14,1
restrictive cardiomyopathy 1,1
retinitis pigmentosa 83,1
Diamond-Blackfan anemia 4,1
X-linked deafness 1,1
Noonan syndrome-like disorder with loose anagen hair 1,1
non-syndromic X-linked intellectual disability 2,1
anterior segment dysgenesis 5,1
severe congenital neutropenia 6,1
familial febrile seizures 1,1
autosomal dominant progressive external ophthalmoplegia 1,1
combined oxidative phosphorylation deficiency 48,1
syndromic microphthalmia 2,1
spermatogenic failure 24,1
corticosterone methyloxidase deficiency 1,1
generalized epilepsy with febrile seizures plus 7,1
female-restricted syndromic X-linked intellectual disability 99,1
persistent mild asthma,1
nuclear type mitochondrial complex I deficiency 28,1
progressive myoclonus epilepsy 4,1
progressive myoclonus epilepsy 1B,1
non-syndromic X-linked intellectual disability 72,1
Diamond-Blackfan anemia 7,1
non-syndromic X-linked intellectual disability 20,1
retinitis pigmentosa 86,1
myeloid leukemia associated with Down Syndrome,1
extrinsic asthma,1
hyper IgE recurrent infection syndrome 2,1
combined oxidative phosphorylation deficiency 5,1
Diamond-Blackfan anemia 10,1
distal arthrogryposis type 1A,1
non-syndromic X-linked intellectual disability 90,1
tongue carcinoma,1
spermatogenic failure 26,1
hereditary mixed polyposis syndrome 1,1
hypophosphatemic nephrolithiasis/osteoporosis,1
congenital nystagmus 7,1
Shukla-Vernon syndrome,1
B cell and dendritic cell deficiency,1
distal arthrogryposis type 1B,1
combined oxidative phosphorylation deficiency 15,1
lymph node carcinoma,1
combined oxidative phosphorylation deficiency 47,1
non-syndromic X-linked intellectual disability 23,1
Noonan syndrome-like disorder with loose anagen hair 2,1
X-linked spinocerebellar ataxia 2,1
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 5,1
distal arthrogryposis type 2A,1
ankylosing spondylitis 3,1
Ehlers-Danlos syndrome classic-like 2,1
Diamond-Blackfan anemia 11,1
nuclear type mitochondrial complex I deficiency 6,1
neuronal intestinal dysplasia type B,1
immunodeficiency 32B,1
autosomal recessive nonsyndromic deafness 94,1
epidermolysis bullosa with congenital localized absence of skin and deformity of nails,1
familial febrile seizures 8,1
non-syndromic X-linked intellectual disability 63,1
spermatogenic failure 37,1
combined oxidative phosphorylation deficiency 38,1
distal arthrogryposis type 4,1
Ehlers-Danlos syndrome classic-like 1,1
non-syndromic X-linked intellectual disability 73,1
adult-onset severe asthma,1
chronic asthma,1
autosomal recessive spinocerebellar ataxia 22,1
medulloblastoma WNT activated,1
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 2,1
combined oxidative phosphorylation deficiency 45,1
ectodermal dysplasia 5,1
nuclear type mitochondrial complex I deficiency 24,1
familial multiple nevi flammei,1
psoriasis 8,1
cardiofaciocutaneous syndrome 3,1
fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 1,1
retinitis pigmentosa 77,1
Alzheimer's disease 1,1
blepharocheilodontic syndrome 2,1
blepharocheilodontic syndrome 1,1
nuclear type mitochondrial complex I deficiency 10,1
primary ciliary dyskinesia 43,1
X-linked severe congenital neutropenia,1
anterior segment dysgenesis 1,1
intermittent asthma,1
fetal akinesia deformation sequence syndrome 2,1
distal arthrogryposis type 7,1
nuclear type mitochondrial complex I deficiency 9,1
geleophysic dysplasia 2,1
non-syndromic X-linked intellectual disability 42,1
villoglandular variant cervical mucinous adenocarcinoma,1
ACTH-independent macronodular adrenal hyperplasia 1,1
severe congenital neutropenia 5,1
"46,XY sex reversal 8",1
severe congenital neutropenia 7,1
familial glucocorticoid deficiency,1
non-syndromic X-linked intellectual disability 105,1
psoriasis 9,1
juvenile absence epilepsy 1,1
phosphoglycerate kinase 1 deficiency,1
Diamond-Blackfan anemia 18,1
mucopolysaccharidosis Ih/s,1
Diamond-Blackfan anemia 12,1
combined oxidative phosphorylation deficiency 51,1
spermatogenic failure 44,1
exudative vitreoretinopathy 3,1
X-Linked immunodeficiency 74,1
spermatogenic failure 38,1
pituitary adenoma 1,1
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3,1
linear skin defects with multiple congenital anomalies 1,1
congenital nystagmus 3,1
psoriasis 3,1
non-syndromic X-linked intellectual disability 98,1
X-linked deafness 2,1
"46,XY sex reversal 5",1
combined oxidative phosphorylation deficiency 32,1
severe congenital neutropenia 4,1
"46,XY sex reversal 9",1
gallbladder benign neoplasm,1
autosomal recessive spinocerebellar ataxia 8,1
brittle cornea syndrome 2,1
geleophysic dysplasia 3,1
juvenile myoclonic epilepsy 3,1
mitochondrial complex V (ATP synthase) deficiency mitochondrial type 1,1
inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 3,1
nuclear type mitochondrial complex I deficiency 15,1
nuclear type mitochondrial complex I deficiency 23,1
"T cell, B cell, and NK cell deficiency",1
Klippel-Feil syndrome 1,1
autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions  6,1
generalized epilepsy with febrile seizures plus 6,1
mucinous pancreas adenocarcinoma,1
non-syndromic X-linked intellectual disability 101,1
autosomal recessive intellectual developmental disorder-72,1
X-linked deafness 3,1
GNE myopathy,1
"46,XY sex reversal 7",1
human cytomegalovirus infection,1
familial adult myoclonic epilepsy 7,1
Diamond Blackfan anemia 15 with mandibulofacial dysostosis,1
autosomal recessive nonsyndromic deafness 57,1
X-linked retinitis pigmentosa and sinorespiratory infections,1
mucopolysaccharidosis type IIIA,1
inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 2,1
focal or diffuse nonepidermolytic palmoplantar keratoderma,1
"46,XY sex reversal 4",1
nuclear type mitochondrial complex I deficiency 7,1
neonatal-onset type II citrullinemia,1
bilateral optic nerve hypoplasia,1
autosomal dominant Aarskog syndrome,1
progressive myoclonus epilepsy 7,1
idiopathic generalized epilepsy 10,1
primary ciliary dyskinesia 41,1
Treacher Collins syndrome 4,1
X-linked spinocerebellar ataxia 1,1
Ehlers-Danlos syndrome arthrochalasia type 2,1
orofacial cleft 6,1
idiopathic generalized epilepsy 4,1
Fanconi renotubular syndrome 5,1
inclusion body myopathy with early-onset Paget disease of bone with or without frontotemporal dementia 1,1
non-syndromic X-linked intellectual disability 88,1
Charcot-Marie-Tooth disease type 1G,1
autosomal recessive nonsyndromic deafness 113,1
multiple epiphyseal dysplasia with myopia and deafness,1
"46,XX sex reversal 3",1
spermatogenic failure 43,1
X-linked chronic idiopathic intestinal pseudo-obstruction,1
autosomal recessive nonsyndromic deafness 100,1
Fraser syndrome 2,1
celery allergy,1
"46,XY sex reversal 1",1
congenital megabladder,1
congenital nystagmus 4,1
familial adult myoclonic epilepsy 6,1
Lenz-Majewski hyperostotic dwarfism,1
spermatogenic failure 27,1
"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1",1
persistent severe asthma,1
combined oxidative phosphorylation deficiency 42,1
Ehlers-Danlos syndrome arthrochalasia type 1,1
Diamond-Blackfan anemia 9,1
nanophthalmos,1
essential tremor 5,1
optic atrophy 2,1
nuclear type mitochondrial complex I deficiency 22,1
spinal muscular atrophy with lower extremity predominance 1,1
dendritic cell deficiency,1
psoriasis 7,1
spermatogenic failure 34,1
retinitis pigmentosa 85,1
immunodeficiency 15B,1
Diamond-Blackfan anemia 20,1
autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 2,1
non-syndromic X-linked intellectual disability 58,1
hyper IgE recurrent infection syndrome 4,1
spermatogenic failure 28,1
mosaic variegated aneuploidy syndrome 3,1
ankylosing spondylitis 2,1
"diffuse midline glioma, H3 K27M-mutant",1
nuclear type mitochondrial complex I deficiency 35,1
Charcot-Marie-Tooth disease type 2EE,1
generalized epilepsy with febrile seizures plus 2,1
familial lipase maturation factor 1 deficiency,1
medulloblastoma SHH activated and TP53 wild-type,1
syndactyly type 3,1
autosomal recessive spinocerebellar ataxia 23,1
generalized epilepsy with febrile seizures plus 4,1
non-syndromic X-linked intellectual disability 92,1
reducing body myopathy 1B,1
essential tremor 3,1
essential tremor 1,1
nuclear type mitochondrial complex I deficiency 4,1
spermatogenic failure 32,1
X-linked exudative vitreoretinopathy 2,1
mucopolysaccharidosis type IIIB,1
focal nonepidermolytic palmoplantar keratoderma 2,1
Opitz GBBB syndrome type I,1
autosomal recessive spinocerebellar ataxia 27,1
autosomal recessive spinocerebellar ataxia 24,1
psoriasis 6,1
Stickler syndrome 1,1
autosomal recessive progressive external ophthalmoplegia with mitochondrial DNA deletions 5,1
Diamond-Blackfan anemia 2,1
cranioectodermal dysplasia 2,1
immunodeficiency 71,1
nuclear type mitochondrial complex I deficiency 33,1
non-syndromic X-linked intellectual disability 77,1
fetal akinesia deformation sequence syndrome 1,1
nonsyndromic aplasia cutis congenita,1
distal arthrogryposis type 6,1
Leber hereditary optic neuropathy with demyelinating disease of CNS,1
Opitz GBBB syndrome type II,1
non-syndromic X-linked intellectual disability 45,1
autosomal recessive spinocerebellar ataxia 3,1
autosomal dominant craniometaphyseal dysplasia,1
glassy cell variant cervical adenosquamous carcinoma,1
neuronitis,1
congenital granular cell tumor,1
immunodeficiency 73c with defective neutrophil chemotaxis and hypogammaglobulinemia,1
B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1,1
visual impairment and progressive phthisis bulbi,1
B-lymphoblastic leukemia/lymphoma KMT2A rearranged,1
nocturnal asthma,1
VEXAS syndrome,1
mitochondrial nonsyndromic sensorineural deafness,1
"2,4-dinitrophenyl allergic contact dermatitis",1
T2-high asthma,1
mucopolysaccharidosis type IVB,1
neurooculocardiogenitourinary syndrome,1
pediatric low-grade glioma,1
immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,1
immunodeficiency 59,1
vegetable allergy,1
immunodeficiency 62,1
B-lymphoblastic leukemia/lymphoma with BCR-ABL1,1
core binding factor acute myeloid leukemia,1
"cerebellar hyplasia/atrophy, epilepsy, and global developmental delay",1
"neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",1
neonatal leukemia,1
immunodeficiency 53,1
fallopian tube leiomyosarcoma,1
immunodeficiency 69,1
mitochondrial type mitochondrial complex I deficiency 1,1
phthalyl group allergy,1
childhood central nervous system immature teratoma,1
autosomal dominant thrombophilia due to protein C deficiency,1
atheroembolism of kidney,1
Y-linked deafness 2,1
epithelial and subepithelial dystrophy,1
bladder hepatoid adenocarcinoma,1
pancreatic acinar cell adenocarcinoma,1
cellular congenital mesoblastic nephroma,1
infancy electroclinical syndrome,1
myxomatous pattern testicular yolk sac tumor,1
classic congenital mesoblastic nephroma,1
electroclinical syndrome,1
brachyolmia,1
"N,N'-diphenylthiourea allergic contact dermatitis",1
malignant peritoneal solitary fibrous tumor,1
"N,N'-diethylthiourea allergic contact dermatitis",1
conventional angiosarcoma,1
cell type cancer,1
neurodevelopmental disorder with midbrain and hindbrain malformations,1
Athabaskan brainstem dysgenesis syndrome,1
bladder papillary clear cell adenocarcinoma,1
asynchronous multifocal osteogenic sarcoma,1
bladder tubulo-cystic clear cell adenocarcinoma,1
metal allergy,1
hypermethioninemia,1
synchronous multifocal osteogenic sarcoma,1
"febrile seizures, familial",1
isolated microphthalmia,1
cervical large cell neuroendocrine carcinoma,1
alopecia-mental retardation syndrome 1,1
immunodeficiency 55,1
myofibrillar myopathy 10,1
X-linked cardiac valvular dysplasia,1
immunodeficiency 31C,1
silent myocardial infarction,1
quinidine allergy,1
signet ring cell intrahepatic cholangiocarcinoma,1
ovarian endometrioid cystadenofibroma,1
L-2-hydroxyglutaric aciduria,1
uterine corpus lipoleiomyoma,1
neomycin sulfate allergic contact dermatitis,1
vulvar keratoacanthoma-like carcinoma,1
autosomal dominant nonsyndromic deafness,1
autosomal recessive nonsyndromic deafness,1
remazole black respiratory allergy,1
carvone allergic contact dermatitis,1
4-vinylcyclohexene dioxide respiratory allergy,1
thunderstorm asthma,1
benzoic acid allergic contact dermatitis,1
retinitis pigmentosa with or without situs inversus,1
hyperimmunoglobulin syndrome,1
polyvesicular vitelline pattern ovarian yolk sac tumor,1
dominant pericentral pigmentary retinopathy,1
ketoprofen photoallergic dermatitis,1
glandular pattern ovarian yolk sac tumor,1
intraductal papillary breast neoplasm,1
breast leiomyoma,1
palladium allergic contact dermatitis,1
melphalan allergy,1
combined oxidative phosphorylation deficiency 1,1
childhood malignant mesenchymoma,1
severe congenital neutropenia 3,1
disodium cromoglycate allergy,1
parthenolide allergic contact dermatitis,1
proximal myopathy and ophthalmoplegia,1
familial GPIHBP1 deficiency,1
hydrolethalus syndrome 2,1
mosaic variegated aneuploidy syndrome,1
mitochondrial DNA depletion syndrome 9,1
mitochondrial type mitochondrial complex I deficiency,1
formaldehyde allergic contact dermatitis,1
idiopathic generalized epilepsy 15,1
selective immunoglobulin deficiency disease,1
germ cell benign neoplasm,1
adult malignant mesenchymoma,1
nuclear type mitochondrial complex I deficiency,1
chronic cervicitis,1
immunodeficiency 65,1
calcium oxalate nephrolithiasis,1
mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,1
isolated cryptophthalmia,1
clear cell cystadenofibroma,1
combined oxidative phosphorylation deficiency 33,1
sodium aurothiomalate allergy,1
plasminogen deficiency type I,1
idiopathic generalized epilepsy 8,1
splenic manifestation of prolymphocytic leukemia,1
seminal vesicle adenocarcinoma,1
"diphenylmethane-4,4'-diisocyanate allergic contact dermatitis",1
combined oxidative phosphorylation deficiency 23,1
cataract 47,1
combined oxidative phosphorylation deficiency 13,1
oncocytic breast carcinoma,1
female reproductive endometrioid cancer,1
neonatal infective mastitis,1
aleukemic monocytic leukemia cutis,1
juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome,1
nephrotic syndrome type 20,1
immunodeficiency 72,1
Miliaria crystallina,1
immunodeficiency 70,1
intellectual developmental disorder with short stature and behavioral abnormalities,1
mixed astrocytoma-ependymoma-oligodendroglioma,1
X-linked deafness 4,1
methotrexate-associated lymphoproliferation,1
syndromic X-linked intellectual disability 14,1
mixed hepatoblastoma,1
musculoskeletal system benign neoplasm,1
sensory organ benign neoplasm,1
Bernard-Soulier syndrome type A2,1
cylindrical spirals myopathy,1
glossopharyngeal nerve paralysis,1
granulomatous myositis,1
pancreatic foamy gland adenocarcinoma,1
autosomal dominant isolated ectopia lentis 1,1
3MC syndrome 2,1
T2-low asthma,1
vaginal tubulovillous adenoma,1
immunodeficiency 64,1
spermatogenic failure 22,1
immune system organ benign neoplasm,1
spermatogenic failure 4,1
spermatogenic failure 12,1
spermatogenic failure 19,1
spermatogenic failure 7,1
spermatogenic failure 15,1
spermatogenic failure 3,1
spermatogenic failure 6,1
spermatogenic failure 8,1
spermatogenic failure 18,1
spermatogenic failure 20,1
spermatogenic failure 21,1
spermatogenic failure 2,1
ureter urothelial papilloma,1
fallopian tube mucinous adenocarcinoma,1
extracranial neuroblastoma,1
ischemic bone disease,1
bladder colloid adenocarcinoma,1
acute hemorrhagic pancreatitis,1
anauxetic dysplasia 2,1
anauxetic dysplasia,1
IDH-wildtype anaplastic astrocytoma,1
B-lymphoblastic leukemia/lymphoma with TCF3-PBX1,1
diffuse cystic renal dysplasia,1
methylmalonic aciduria and homocystinuria type cblE,1
vulvar clear cell hidradenocarcinoma,1
familial hyperinsulinemic hypoglycemia 1,1
childhood onset epileptic encephalopathy,1
ovarian biphasic or triphasic teratoma,1
MYH9-related disorder,1
large cell keratinizing variant squamous cell breast carcinoma,1
acantholytic variant squamous cell breast carcinoma,1
endobronchial lipoma,1
hypotonia-cystinuria syndrome,1
patterned macular dystrophy,1
spindle cell variant squamous cell breast carcinoma,1
congenital stationary night blindness 2A,1
optic atrophy 4,1
cervical keratinizing squamous cell carcinoma,1
testicular pure germ cell tumor,1
idiopathic scoliosis,1
breast columnar cell mucinous carcinoma,1
giant hemangioma,1
chronic cholangitis,1
sebaceous breast carcinoma,1
posterior polymorphous corneal dystrophy 2,1
sarcomatoid basal cell carcinoma,1
optic atrophy 5,1
adenoid basal cell carcinoma,1
cervical serous adenocarcinoma,1
corneal endothelial dystrophy,1
acantholytic acanthoma,1
posterior polymorphous corneal dystrophy 3,1
ovarian clear cell cystadenocarcinoma,1
myoclonic dystonia,1
endometrial transitional cell carcinoma,1
fetal macrosomia,1
brain meningioma,1
mixed epithelial/mesenchymal metaplastic breast carcinoma,1
breast apocrine adenoma,1
subareolar duct papillomatosis,1
endodermal sinus pattern testicular yolk sac tumor,1
hereditary lymphedema ID,1
hereditary lymphedema IB,1
hereditary lymphedema IA,1
oligomeganephronia,1
hereditary lymphedema IC,1
cribriform variant testicular seminoma,1
acute endometritis,1
Cole-Carpenter syndrome,1
uterine corpus adenocarcinofibroma,1
squamous papillomatosis,1
polyvesicular vitelline pattern testicular yolk sac tumor,1
Miyoshi muscular dystrophy,1
periductal breast myoepitheliosis,1
testicular trophoblastic tumor,1
bladder urachal urothelial carcinoma,1
breast myoepitheliosis,1
bacterial gastritis,1
mediastinal lipomatosis,1
chronic metabolic polyneuropathy,1
hepatoid pattern ovarian yolk sac tumor,1
hexahydrophthalic anhydride allergic asthma,1
olfactory neural tumor,1
mucinous adenofibroma,1
hereditary sensory neuropathy X-linked,1
cystic teratoma,1
vulvar leiomyoma,1
X-linked lymphoproliferative syndrome 1,1
cellular neurofibroma,1
atypical neurofibroma,1
multiple mucosal neuroma,1
pain agnosia,1
epithelial predominant pulmonary blastoma,1
proliferative glomerulonephritis,1
Leber plus disease,1
aleukemic leukemia cutis,1
adult central nervous system immature teratoma,1
adult central nervous system mature teratoma,1
dehydrated hereditary stomatocytosis,1
central nervous system childhood germ cell tumor,1
CAKUT1,1
telangiectatic glomangioma,1
granular cell leiomyosarcoma,1
Usher syndrome type 3,1
hemochromatosis type 2A,1
Usher syndrome type 2,1
gastric leiomyosarcoma,1
vulvar leiomyosarcoma,1
vulvar eccrine adenocarcinoma,1
atypical hereditary sensory neuropathy,1
nephrogenic adenofibroma,1
Far Eastern spotted fever,1
deep leiomyoma,1
retinitis pigmentosa 20,1
"deafness, aminoglycoside-induced",1
parietal lobe ependymoma,1
reproductive organ benign neoplasm,1
brain stem medulloblastoma,1
bone ameloblastoma,1
macrocystic pattern testicular yolk sac tumor,1
bone chondrosarcoma,1
breast large cell neuroendocrine carcinoma,1
bone squamous cell carcinoma,1
syndromic intellectual disability,1
submucosal invasive colon adenocarcinoma,1
Meester-Loeys syndrome,1
autosomal recessive cutis laxa type I,1
endometrial small cell carcinoma,1
bile duct adenocarcinoma,1
rete ovarii adenocarcinoma,1
classic variant of chromophobe renal cell carcinoma,1
holoprosencephaly 1,1
eosinophilic variant of chromophobe renal cell carcinoma,1
ovarian cystic teratoma,1
"cardiomyopathy, infantile hypertrophic",1
limb ischemia,1
fallopian tube leiomyoma,1
"ataxia and polyneuropathy, adult-onset",1
encapsulated thymoma,1
adult malignant hemangiopericytoma,1
anterior optic tract meningioma,1
fallopian tube serous adenocarcinoma,1
vaginal endometrial stromal sarcoma,1
immunoglobulin beta deficiency,1
mucinous cystadenofibroma,1
nodular ganglioneuroblastoma,1
adult hypophosphatasia,1
chromosome 22q13 duplication syndrome,1
ovarian papillary cystadenoma,1
ovarian surface papilloma,1
autosomal recessive cutis laxa type IB,1
fallopian tube adenomatoid tumor,1
autosomal dominant cutis laxa 1,1
vulvar apocrine adenocarcinoma,1
autosomal dominant cutis laxa 2,1
chronic polyneuropathy,1
benign struma ovarii,1
childhood central nervous system mature teratoma,1
mixed cell adenoma,1
acute hemorrhagic encephalitis,1
autosomal recessive cutis laxa type IA,1
inflammatory leiomyosarcoma,1
breast hemangiopericytoma,1
benign neoplasm,1
cervical adenoid basal carcinoma,1
retroperitoneal hemangiopericytoma,1
mucinous cystadenocarcinoma of the lung,1
CD45 deficiency,1
interleukin-7 receptor alpha deficiency,1
autoimmune disease of central nervous system,1
invasive bladder transitional cell carcinoma,1
2-hydroxyglutaric aciduria,1
cervical adenomyoma,1
striated muscle rhabdoid tumor,1
pharynx squamous cell carcinoma,1
autosomal dominant nocturnal frontal lobe epilepsy,1
